section,exercise_number,exercise_text,a,b,c,d,e,f,graphic,answer,solution
"Admitere F iulie 2024","2024.A.2.","Se consideră circuitul din figură în care sursa de tensiune este ideală. Raportul $I_{1} / I_{2}$ dintre curentul $I_{1}$ indicat de ampermetru când întrerupătorul $K$ este închis și curentul $I_{2}$ indicat de ampermetru când întrerupătorul $K$ este deschis este: (9 pct.)\\","$\frac{3}{2}$","$\frac{3}{4}$","$\frac{9}{8}$","$\frac{8}{9}$","$1$","$\frac{4}{3}$","images/2025_08_29_f6247b646b21fa124082g-1","c","Considerăm figura problemei:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_08_29_e254769008c62e16ba92g-1(1)} \end{center}\\ Cu $K$ închis: $\left(\frac{1}{R}+\frac{1}{2 R}\right)^{-1} \cdot 2=R_{e} \Rightarrow R_{e_{1}}=\frac{2 R}{3} \cdot 2=\frac{4 R}{3}$;\\ Cu $K$ deschis: $\left(\frac{2}{3 R}\right)^{-1}=R_{e} \Rightarrow R_{e_{2}}=\frac{3 R}{2}$;\\ Obținem: $I_{1} R_{e_{1}}=I_{2} R_{e_{2}} \Rightarrow \frac{I_{1}}{I_{2}}=\frac{R_{e e}}{R_{e_{1}}}=\frac{3 R}{2} \cdot \frac{3}{4 R}=\frac{9}{8}$. Răspuns corect c.\\"
"Admitere F iulie 2024","2024.A.3.","Un mol de gaz ideal trece printr-o transformare în care relația între presiune și volum este $p=a\left[1-\frac{1}{2}\left(\frac{b}{V}\right)^{2}\right]$, unde $a=3,328 \cdot 10^{5} \mathrm{~Pa}$ și $b=1,6$ litri. Atunci când volumul $V$ al gazului variază de la $1,6$ litri la $3,2$ litri, temperatura gazului creşte cu ($R=8,32 \mathrm{~J} / \mathrm{mol} \cdot K$): (9 pct.)\\","$64 \mathrm{~K}$","$32 \mathrm{~K}$","$3200 \mathrm{~K}$","$80 \mathrm{~K}$","$320 \mathrm{~K}$","$3,2 \mathrm{~K}$","N/A","d","Relația de bază a transformării este:\\ $p=a\left[1-\frac{1}{2}\left(\frac{b}{V}\right)^{2}\right]; \quad a=3,328 \cdot 10^{5} \mathrm{~Pa}; \quad b=1,6$ litri\\ Pentru cele două situații, avem:\\ $p_{1}=a\left[1-\frac{1}{2}\left(\frac{b}{b}\right)^{2}\right]=\frac{a}{2}$;\\ $p_{2}=a\left[1-\frac{1}{2}\left(\frac{b}{2 b}\right)^{2}\right]=a\left[1-\frac{1}{8}\right]=\frac{7 a}{8}$;\\ Scriem ecuațiile de stare pentru aceste situații:\\ $p_{1} V_{1}=\nu R T_{1} \Rightarrow \frac{a b}{2}=\nu R T_{1} \Rightarrow T_{1}=\frac{a b}{2 \nu R}$\\ $p_{2} V_{2}=\nu R T_{2} \Rightarrow \frac{7 a}{8} \cdot 2 b=\nu R T_{2} \Rightarrow \frac{7 a b}{4}=\nu R T_{2} \Rightarrow T_{2}=\frac{7 a b}{4 \nu R}$\\ Deci diferența de temperatură este:\\ $T_{2}-T_{1}=\frac{7 a b}{4 \nu R}-\frac{a b}{2 \nu R}=\frac{a b}{2 \nu R}(3,5-1)=\frac{3,328 \cdot 10^{5} \cdot 1,6 \cdot 10^{-3}}{2 \cdot 8,32}(2,5)=32 \cdot 2,5=80 \mathrm{~K}$. Răspuns corect d.\\"
"Admitere F iulie 2024","2024.A.4.","Două mobile pornesc simultan din punctul $A$ de-a lungul laturilor unui circuit de forma unui triunghi dreptunghic $A B C$ deplasându-se cu viteze constante. Primul se îndreaptă spre punctul $C$ iar cel de-al doilea spre punctul $B$. Mobilele se întâlnesc prima dată la 4 minute după începerea mişcării, în punctul $B$. Cunoscând dimensiunile catetelor $B C=400 \mathrm{~m}$ și $A C=300 \mathrm{~m}$, timpul după care se întâlnesc mobilele a doua oară, tot în punctul $B$, având ca referință începutul mişcării, este: (9 pct.)\\","$48 \mathrm{~min}$","$15 \mathrm{~min}$","$24 \mathrm{~min}$","$50 \mathrm{~min}$","$12 \mathrm{~min}$","$52 \mathrm{~min}$","N/A","f","Prima întâlnire:\\ $t_{1}=\frac{A C+C B}{v_{2}} \Rightarrow v_{2}=\frac{700 \mathrm{m}}{4 \mathrm{min} }=175 \frac{\mathrm{m}}{\mathrm{min}}$;\\ A doua întâlnire:\\ $\left.\begin{array}{rl}\frac{n \cdot p}{t_{2}} & =v_{1} \\ \frac{m \cdot p}{t_{2}} & =v_{2}\end{array}\right\} \Rightarrow \frac{n}{m}=\frac{v_{1}}{v_{2}}=\frac{125}{175}=\frac{5}{7} \Rightarrow n=\frac{5 m}{7} \Rightarrow m=7$;\\ Deci:\\ $t_{2}=\frac{7 \cdot p}{v_{2}}=\frac{7 \cdot 100(5+3+4)}{175}=4 \cdot 12=48 \mathrm{~min}$;\\ $t_{2 \text { total}}=48+4=52 \mathrm{~min}$. Răspuns corect f.\\"
"Admitere F iulie 2024","2024.A.5.","Un gaz ideal monoatomic este folosit într-un motor Otto (transformare ciclică formată din două adiabate și două izocore). Temperaturile stărilor care marchează capetele celor patru transformări sunt $300 \mathrm{~K}$, $400 \mathrm{~K}$, $600 \mathrm{~K}$ și $800 \mathrm{~K}$. Care din următoarele valori poate reprezenta randamentul ciclului? (9 pct.)\\","$0,625$","$0,575$","$0,375$","$0,225$","$0,250$","$0,275$","N/A","e","Randamentul ciclului are formula:\\ $\eta=\frac{L}{Q}=\frac{L_{12}+L_{34}}{Q_{41}}=-\frac{\nu C_{V}\left(T_{2}-T_{1}\right)-\nu C_{V}\left(T_{4}-T_{3}\right)}{\nu C_{V}\left(T_{1}-T_{4}\right)}=\frac{\left(T_{1}-T_{2}\right)+\left(T_{3}-T_{4}\right)}{T_{1}-T_{4}}$.\\ Având la dispoziție toate cele patru temperaturi ale ciclului de transformări, înlocuim în formulă prin încercări în ceea ce privește ordinea temperaturilor:\\ $\frac{(800-400)-300}{200}=\frac{100}{200}=0,5 \rightarrow$ nu se verifică\\ $\frac{(800-600)-100}{400}=\frac{100}{400}=0,25 \rightarrow$ convine. Răspuns corect e.\\"
"Admitere F iulie 2024","2024.A.6.","Trei corpuri sunt suspendate prin fire ideale folosind scripeți ideali ca în figură. Cele trei corpuri sunt inițial fixate în repaus la aceeași înălțime și echidistante pe orizontală, iar după eliberare ele se mișcă astfel încât centrele lor rămân coliniare. Știind că la un moment dat corpul $A$ s-a deplasat cu $3 \mathrm{~cm}$ în sus față de poziția inițială, distanța cu care s-a deplasat corpul $B$ este: (9 pct.)\\","$3 \mathrm{~cm}$","$5 \mathrm{~cm}$","$1 \mathrm{~cm}$","$0,5 \mathrm{~cm}$","$1,5 \mathrm{~cm}$","nu se mișcă","N/A","c","Avem $h_{B}-h_{A}=h_{C}-h_{B}$ și $h_{C}+h_{A}=2 h_{B}$.\\ Pentru ca cele 3 corpuri să rămână coliniare, atunci față de reperul dat de poziția inițială se obține:\\ $h_{A}=3 \mathrm{~cm} \\ h_{B}=-3 \mathrm{~cm}+\Delta x \\ h_{C}=-3 \mathrm{~cm}-\Delta x$\\ După înlocuirea în prima relație se obține:\\ $\Delta x=2 \mathrm{~cm} \Rightarrow h_{B}=-1 \mathrm{~cm}$. Deci deplasarea corpului $B$ este de $1 \mathrm{~cm}$. Răspuns corect c.\\"
"Admitere F iulie 2024","2024.A.7.","Într-un balon de sticlă cu volumul $V=2$ litri se află un gaz cu temperatura $T_{1}=300 \mathrm{~K}$ și presiunea $p_{1}=2 \cdot 10^{5} \mathrm{~Pa}$. Dacă se scoate din balon o cantitate $\Delta {m}=1 \mathrm{~kg}$ de gaz, dar temperatura rămâne constantă, presiunea devine $p_{2}=1,5 \cdot 10^{5} \mathrm{~Pa}$. Densitatea gazului care ocupă volumul balonului la temperatura $T=250 \mathrm{~K}$ și presiunea $p=10^{5} \mathrm{~Pa}$ este: (9 pct.)\\","$0,9 \mathrm{~kg} / \mathrm{m}^{3}$","$1,3 \mathrm{~kg} / \mathrm{m}^{3}$","$1,0 \mathrm{~kg} / \mathrm{m}^{3}$","$1,75 \mathrm{~kg} / \mathrm{m}^{3}$","$1,9 \mathrm{~kg} / \mathrm{m}^{3}$","$1,2 \mathrm{~kg} / \mathrm{m}^{3}$","N/A","f","Scriem ecuațiile de stare:\\ $p_{1} V=\nu R T_{1} \\ p_{2} V=(\nu-\Delta \nu) R T_{1} \Rightarrow p_{2} V=\nu R T_{1}-\Delta \nu R T_{1}$;\\ Deoarece $\Delta \nu=\frac{\left(p_{1}-p_{2}\right) V}{R T_{1}}=\frac{\Delta m}{\mu} \Rightarrow \mu=\frac{\Delta m \cdot R T_{1}}{\left(p_{1}-p_{2}\right) V}$;\\ Densitatea căutată este $\rho=\frac{m}{V}=\frac{m}{\mu} \cdot \frac{\mu}{V}=v \cdot \frac{\mu}{V}=\frac{p V}{R T} \cdot \frac{\mu}{V}$;\\ Deci: $\rho=\frac{p}{R T} \cdot \frac{\Delta m \cdot R T_{1}}{\left(p_{1}-p_{2}\right) V}=\frac{p \cdot \Delta m \cdot T_{1}}{V \cdot s \cdot p T}=\frac{1 \cdot 10^{5} \cdot 300 \cdot 10^{3}}{0,5 \cdot 10^{5} \cdot 2 \cdot 10^{-3} \cdot 250}=\frac{300}{250}=\frac{6}{5}=1,2 \mathrm{~kg} / \mathrm{m}^{3}$. Răspuns corect f.\\"
"Admitere F iulie 2024","2024.A.8.","La bornele unui rezistor cu rezistența $R=20 \Omega$ se aplică o tensiune $U=40 \mathrm{~V}$. Intensitatea curentului electric prin rezistor este: (9 pct.)\\","$1 \mathrm{~A}$","$12 \mathrm{~A}$","$2 \mathrm{~A}$","$3 \mathrm{~A}$","$6 \mathrm{~A}$","$5 \mathrm{~A}$","N/A","c","Avem $I=\frac{U}{R}=\frac{40}{20}=2 \mathrm{~A}$. Răspuns corect c.\\"
"Admitere F iulie 2024","2024.A.9.","Un motor are puterea $P=98 \mathrm{~kW}$. Motorul este folosit pentru a ridica cu viteză constantă un corp cu masa $m=500 \mathrm{~kg}$ la înălțimea $h=18 \mathrm{~m}$. Considerând $g=9,8 \mathrm{~m} / \mathrm{s}^{2}$, timpul în care va fi ridicat corpul este: (9 pct.)\\","$1 \mathrm{~s}$","$0,9 \mathrm{~s}$","$2 \mathrm{~s}$","$0,5 \mathrm{~s}$","$1,2 \mathrm{~s}$","$0,5 \mathrm{~s}$","N/A","b","Avem $P=F \cdot v=\frac{L}{\Delta t} \Rightarrow \Delta t=\frac{L}{p}=\frac{m g h}{p}=\frac{500 \cdot 9,8 \cdot 10}{98 \cdot 10^{3}}=\frac{90 \cdot 10}{10^{3}}=0,9 \mathrm{~s}$. Răspuns corect b.\\"
"Admitere F iulie 2024","2024.A.10.","Un corp se deplasează sub acțiunea unei forțe care depinde de poziție după legea $F(x)=12-0,5 x$, unde $x$ este exprimată în metri și $F$ este exprimată în Newtoni. Lucrul mecanic efectuat la deplasarea corpului între pozițiile  $x_{1}=4 \mathrm{~m}$ și $x_{2}=16 \mathrm{~m}$ este: (9 pct.)\\","$70 \mathrm{~J}$","$84 \mathrm{~J}$","$168 \mathrm{~J}$","$140 \mathrm{~J}$","$204 \mathrm{~J}$","$10 \mathrm{~J}$","N/A","b","Valoarea forței în cele două poziții-reper este:\\ $F(x_{1})=12-0,5 \cdot 4=10 \mathrm{~N}$;\\ $F(x_{2})=12-0,5 \cdot 16=4 \mathrm{~N}$;\\ Lucrul mecanic efectuat este aria trapezului determinat de legea dată și cele două poziții pe axa $Ox$:\\ $L=\frac{(10+4) \cdot 12}{2}=14 \cdot 6=84 \mathrm{~J}$. Răspuns corect b.\\"
"Preadmitere F aprilie 2024","2024.P.1.","Modulul variației energiei potențiale a unui corp ce coboară între două puncte ale unui plan înclinat este de 4 ori mai mare decât modulul lucrului mecanic al forței de frecare între aceleași puncte. Randamentul planului înclinat este: (9 pct.)\\","$0,8$","$0,4$","$0,6$","$0,2$","$0,5$","$0,3$","N/A","a","Randamentul planului înclinat este:\\ $\eta=\frac{L_{u}}{L_{c}}=\frac{\Delta E_{p}}{\Delta E_{p}+L_{F f}}=\frac{4}{5}=0,8$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.2.","O bilă este aruncată vertical în sus. Distanța dintre bilă și un punct fix de pe traiectoria acesteia este prezentată în figura de mai jos. Cunoscând $g=10 \mathrm{~m} / \mathrm{s}^{2}$, viteza cu care a fost aruncată bila este: (9 pct.)\\","$20 \mathrm{~m} / \mathrm{s}$","$8 \mathrm{~m} / \mathrm{s}$","$12 \mathrm{~m} / \mathrm{s}$","$4 \sqrt{10} \mathrm{~m} / \mathrm{s}$","$10 \sqrt{2} \mathrm{~m} / \mathrm{s}$","$4 \sqrt{15} \mathrm{~m} / \mathrm{s}$","images/2025_08_27_d74d983b3f0f59c27780g-1","a","Aplicând legea lui Galilei, $v_{0}^{2}=2 a \Delta d \Rightarrow v_{0}=\sqrt{20 \cdot \Delta d}$, unde $v_{0}$ este viteza iniţială a bilei. Citind deplasarea din grafic, $\Delta d=8-(-12)=20 \mathrm{~m}$, obţinem $v_{0}=\sqrt{2 \cdot 10 \cdot 20} \Rightarrow v_{0}=20 \mathrm{~m} / \mathrm{s}$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.3.","O gazelă vede o panteră aflată la o distanță $d=27 \mathrm{~m}$ și începe să alerge cu viteză constantă. În același moment, pantera pornește cu viteza inițială $v=32 \mathrm{~m} / \mathrm{s}$ în urmărirea gazelei. Mișcarea celor două animale se petrece pe dreapta determinată de pozițiile lor inițiale. Întrucât pantera nu poate alerga cu viteza maximă pe distanțe lungi, ea își reduce viteza brusc cu câte $3 \mathrm{~m} / \mathrm{s}$ la fiecare 2 secunde. Viteza minimă cu care trebuie să alerge gazela pentru a nu fi prinsă este: (9 pct.)\\","$24,5 \mathrm{~m} / \mathrm{s}$","$18,5 \mathrm{~m} / \mathrm{s}$","$23,75 \mathrm{~m} / \mathrm{s}$","$24,125 \mathrm{~m} / \mathrm{s}$","$27,5 \mathrm{~m} / \mathrm{s}$","$23,45 \mathrm{~m} / \mathrm{s}$","N/A","a","Legile de mișcare ale celor două animale sunt: $x_{g}(N)=d_{0}+v_{g} N t_{0}\\ x_{p}(N)=v z_{0}+(v-\Delta v) t_{0}+\cdots{ }+(v-(N-1) \Delta v) t_{0}=N v t_{0}-\Delta v t_{0} N(N-1)$\\ Condițiile de întâlnire sunt:\\ $x_{g}=x_{p}$\\ $v_{g}<v-(N-1) \Delta v$\\ $v_{g}>v-N \Delta v$\\ Unde:\\ $v_{g}=\frac{x_{g}(N)-d_{0}}{N t_{n}}$\\ $v_{p}=v_{0}-\Delta v \frac{N(N-1)}{2}$\\ De aici rezultă: $N(N+1)<\frac{2 d_{0}}{\Delta v t_{n}}<N(N+1)$ şi se obține $N=3$.\\ Din condiţia $x_{g}=x_{p}$ rezultă $v_{g}=24,5 \mathrm{~m} / \mathrm{s}$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.4.","Două vase $A$ și $B$ construite dintr-un material conductor termic sunt conectate între ele printr-un tub cu volum neglijabil confecționat din același material. Două robinete $C$ și $D$ sunt montate pe tuburi ca în figură. Inițial, vasele sunt vidate și robinetele închise. Se deschide robinetul $D$ și se umple vasul $B$ cu aer până când presiunea din vas este $p=1,2 \mathrm{~atm}$. Se închide robinetul $D$ și apoi se deschide robinetul $C$. Presiunea din vasul $B$ scade cu $\Delta p=0,2 \mathrm{~atm}$. Dacă volumul vasului $B$ este $V_{B}=10$ litri, volumul vasului $A$ este: (9 pct.)\\","2 litri","4 litri","6 litri","3 litri","8 litri","5 litri","images/2025_08_27_d74d983b3f0f59c27780g-2","a","La momentul iniţial, gazul din vasul $B$ are $V_{B}=10 \mathrm{~l}$ şi $P i_{B}=1,2 \mathrm{~atm}$ iar vasul $A$ este vidat. Aplicăm ecuaţia termică de stare pentru gazul care intră în cele două vase in starea iniţială $P_{i} V_{B}=\nu R T$ şi în starea finală:\\ $P_{f}=(P_{i}-\Delta P) \cdot\left(V_{A}+V_{B}\right)=\nu R T$.\\ Din egalarea celor două ecuaţii se obţine $(P_{i}-\Delta P) \cdot\left(V_{A}+V_{B}\right)=P_{i} V_{B}$, de unde rezultă:\\ $\frac{V_{A}}{V_{R}}+1=\frac{P_{i}}{P_{i}-\Delta P}$ şi $\frac{V_{A}}{V_{R}}=\frac{P_{i}-P_{i}+\Delta P}{P_{i}-\Delta P} \Rightarrow V_{A}=V_{B} \cdot \frac{\Delta P}{P_{i}-\Delta P}=10 \cdot \frac{0,2}{1}=2 \mathrm{~l}$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.5.","La funcționarea în gol a unei surse, tensiunea la borne este de $10 \mathrm{~V}$, iar la funcționarea în scurtcircuit curentul are intensitatea de $40 \mathrm{~A}$. Rezistența internă a sursei este: (9 pct.)\\","$0,25 \Omega$","$1 \Omega$","$2,5 \Omega$","$4 \Omega$","$0,4 \Omega$","$2 \Omega$","N/A","a","La funcţionarea în gol a sursei, tensiunea electromotoare este egală cu tensiunea la bornele sursei $E=U_{G}$. În scurt circuit avem $I_{SC}=\frac{E}{r}=\frac{U_{G}}{r}$, de unde rezultă $r=0,25 \Omega$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.6.","O coardă de alpinism având lungimea inițială de $60 \mathrm{~m}$ și aria secţiunii transversale egală cu $60 \mathrm{~mm}^{2}$ se alungește cu $1,5 \mathrm{~m}$ sub acțiunea greutății unui om cu masa de $90 \mathrm{~kg}$. Cunoscând $g=10 \mathrm{~m} / \mathrm{s}^{2}$, modulul lui Young pentru materialul din care este confecționată coarda este: (9 pct.)\\","$6 \cdot 10^{8} \frac{\mathrm{kg}}{\mathrm{m} \cdot \mathrm{~s}^{2}}$","$8 \cdot 10^{8} \frac{\mathrm{kg}}{\mathrm{m} \cdot \mathrm{~s}^{2}}$","$4 \cdot 10^{8} \frac{\mathrm{kg}}{\mathrm{m} \cdot \mathrm{~s}^{2}}$","$5 \cdot 10^{6} \frac{\mathrm{kg}}{\mathrm{m} \cdot \mathrm{~s}^{2}}$","$3,75 \cdot 10^{5} \frac{\mathrm{kg}}{\mathrm{m} \cdot \mathrm{~s}^{2}}$","$8 \cdot 10^{6} \frac{\mathrm{kg}}{\mathrm{m} \cdot \mathrm{~s}^{2}}$","N/A","a","Modulul lui Young se determină din legea lui Hooke:\\ $E=\frac{\frac{F}{S}}{\frac{\Delta l}{l_{0}}}=6 \cdot 10^{-8} \mathrm{~N} / \mathrm{m}^{2}$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.7.","Într-un vas închis cu volumul $V=1$ litru se află un gaz ideal monoatomic la presiunea $p_{i}=100 \mathrm{kPa}$. Gazul este încălzit izocor până la presiunea finală $p_{f}=120 \mathrm{kPa}$. Căldura absorbită de gaz este: (9 pct.)\\","$30 \mathrm{~J}$","$20 \mathrm{~J}$","$3 \mathrm{~kJ}$","$10 \mathrm{~kJ}$","$100 \mathrm{~kJ}$","$120 \mathrm{~J}$","N/A","a","Temperatura finală a gazului se determină din legea transformării izocore:\\ $\frac{P_{1}}{T_{1}}=\frac{P_{2}}{T_{2}} \Rightarrow T_{2}=T_{1} \cdot \frac{P_{2}}{P_{1}}$.\\ Căldura absorbită este:\\ $Q=\nu \cdot C_{V} \cdot \Delta T=\frac{3}{2} \nu R \Delta T=\frac{3}{2} \nu R T_{1}\left(\frac{p_{2}}{p_{1}}-1\right)$, iar $T_{1}$ se determină din ecuaţia termică de stare $P_{1} V_{1}=\nu R T_{1} \Rightarrow T_{1} \frac{P_{1} V_{1}}{\nu R}$.\\ În final se obţine $Q=\frac{3}{2} P_{1} V_{1}\left(\frac{P_{2}}{P_{1}}-1\right)=\frac{3}{2} \cdot 10^{5} \mathrm{~Pa} \cdot 10^{-3} \cdot 0,2=30 \mathrm{~J}$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.8.","Circuitul din figură este format dintr-un număr infinit de surse de tensiune, fiecare cu tensiunea electromotoare $E$ și rezistența internă $r=2 \Omega$, și un număr infinit de rezistoare, fiecare cu rezistența $4 r$. Știind că intensitatea curentului prin ampermetrul ideal este de $1 \mathrm{~A}$, tensiunea electromotoare $E$ este: (9 pct.)\\","$4(\sqrt{2}+1) V$","$2(\sqrt{2}+1) V$","$2(\sqrt{2}-1) V$","$2 \sqrt{2} V$","$4 \sqrt{2} V$","$2 \mathrm{~V}$","images/2025_08_27_d74d983b3f0f59c27780g-3","a","Rezistenţa echivalentă ($r_{e}$) a circuitului infinit este invariantă la adăugarea unei celule, deci putem scrie $\frac{1}{r_{R}}=\frac{1}{r}+\frac{1}{r_{R}+4 r}$, de aici rezultă ecuaţia:\\ $r_{e}^{2}+4 r_{e} r-4 r^{2}=0$ cu soluţia $r_{B}=2 r(\sqrt{2}+1)$;\\ Acelaşi lucru este valabil şi pentru tensiunea electromotoare echivalentă ($E_{e}$):\\ $E_{e}=\frac{\frac{E_{e}}{2 r(\sqrt{2}+1)}+\frac{E}{r}}{\frac{1}{r}+\frac{1}{2 r(\sqrt{2}+1)}}$, de unde se obţine $E_{e}=E$.\\ Aplicând legea lui Ohm, pe intregul circuit, avem:\\ $I=\frac{E}{2 r(\sqrt{2}+1)} \Rightarrow E=4(\sqrt{2}+1)$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.9.","Puterea maximă debitată în exterior de o baterie formată din 3 surse identice legate în paralel, fiecare cu tensiunea electromotoare de $4 \mathrm{~V}$ și rezistența internă de $6 \Omega$, este: (9 pct.)\\","$2 \mathrm{~W}$","$4 \mathrm{~W}$","$6 \mathrm{~W}$","$12 \mathrm{~W}$","$3 \mathrm{~W}$","$5 \mathrm{~W}$","N/A","a","Tensiunea electromotoare echivalentă a celor trei surse este: $E_{e}=\frac{\frac{3 E}{r}}{\frac{3}{r}}=E$, iar rezistenţa echivalentă a circuitului este $r_{e}=r / 3$.\\ Puterea debitată în circuit este maximă când rezistenţa externă este egală cu rezistenta internă a grupării şi obţinem $P_{\max}=\frac{E^{2}}{4 \frac{r}{3}}=2 \mathrm{~W}$. Răspuns corect a.\\"
"Preadmitere F aprilie 2024","2024.P.10.","Căldura molară la volum constant a heliului ($\mu=4 \cdot 10^{-3} \mathrm{~kg} / \mathrm{mol}$) este $C_{v}=\frac{3 R}{2}$, unde $R=8,32 \frac{\mathrm{J}}{\mathrm{mol} \cdot \mathrm{~K}}$. Căldura specifică la presiune constantă are valoarea: (9 pct.)\\","$5200 \frac{\mathrm{J}}{\mathrm{kg} \cdot \mathrm{~K}}$","$10400 \frac{\mathrm{J}}{\mathrm{kg} \cdot \mathrm{~K}}$","$3120 \frac{\mathrm{J}}{\mathrm{kg} \cdot \mathrm{~K}}$","$6240 \frac{\mathrm{J}}{\mathrm{kg} \cdot \mathrm{~K}}$","$1040 \frac{\mathrm{J}}{\mathrm{kg} \cdot \mathrm{~K}}$","$1400 \frac{\mathrm{J}}{\mathrm{kg} \cdot \mathrm{~K}}$","N/A","a","Din scrierea căldurilor in cele două cazuri prezentate in problemă, rezultă:\\ $\nu C_{V} \Delta T=m c_{V} \Delta T \Rightarrow c_{V}=\frac{c_{V}}{\mu}=\frac{3 \cdot 10^{3} \mathrm{~mol}}{2 \cdot 4 \mathrm{~kg}} \cdot \frac{8,32 \mathrm{~J}}{\mathrm{mol} \cdot \mathrm{~K}}=5,20 \cdot 10^{3} \frac{\mathrm{J}}{\mathrm{kg} \cdot \mathrm{~K}}$. Răspuns corect a.\\"
"Simulare F martie 2024","2024.S.1.","O baterie cu tensiunea electromotoare $E=12 \mathrm{~V}$ și rezistență internă neglijabilă, alimentează un circuit format din trei rezistoare: $R_{1}$ legat în serie cu gruparea formată din rezistoarele $R_{2}$, $R_{3}$ conectate în paralel. Cunoscând valorile rezistențelor $R_{1}=2 \Omega$, $R_{2}=6 \Omega$ şi intensitatea curentului prin circuit $I=2 \mathrm{~A}$, valoarea rezistenței $R_{3}$ este:\\","$12 \Omega$","$10 \Omega$","$5 \Omega$","$15 \Omega$","$14 \Omega$","$4 \Omega$","N/A","a","Rezistența echivalentă a circuitului este:\\ $R_{e}=\frac{E}{I}=R_{1}+\frac{R_{2} R_{3}}{R_{2}+R_{3}}$.\\ De aici rezultă:\\ $R_{3}=\frac{\left(R_{e}-R_{1}\right) R_{2}}{R_{2}-R_{e}+R_{1}}=12 \Omega$. Răspuns corect a.\\"
"Simulare F martie 2024","2024.S.2.","Se consideră circuitul din figură, in care se neglijează rezistențele interne ale generatoarelor și se cunosc $E_{1}=2 \mathrm{~V}$, $E_{2}=5 \mathrm{~V}$ şi $R_{3}=2 \Omega$. Când curentul prin generatorul $\mathrm{E}_{1}$ este nul, cantitatea de căldură degajată prin rezistorul $R_{3}$ într-un interval de 2 ore, este:\\","$14,4 \mathrm{~kJ}$","$12,4 \mathrm{~kJ}$","$144 \mathrm{~J}$","$180 \mathrm{~J}$","$15 \mathrm{~J}$","$20 \mathrm{~J}$","images/2025_08_27_3bb07d46e3cd56c9410dg-1","a","Folosim notațiile din figură:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_08_27_5ca5e43b13015248f3a3g-1} \end{center}\\ Aplicând legile lui Kirchhoff în cele două moduri de rețea și în cele două ochiuri de rețea ale circuitului obținem:\\ $I_{1}=I_{2}+I_{3}\\ E_{1}-E_{2}=I_{1} R_{1}-I_{2} R_{2}+I_{1} R_{4}\\ E_{2}=I_{3} R_{3}+I_{2} R_{2}$\\ Din condiția $I_{1}=0$ obţinem $I_{3}=-I_{2}$ și $E_{1}-E_{2}=I_{3} R_{2}$, de unde rezultă:\\ $R_{2}=\frac{E_{1}-E_{2}}{I_{3}}$ și $I_{3}=\frac{E_{1}}{R_{3}}$.\\ Energia disipată în rezistorul $R_{3}$ este:\\ $W=I_{3}^{2} \cdot R_{3} \cdot \tau=14400 \mathrm{~J}$. Răspuns corect a.\\"
"Simulare F martie 2024","2024.S.3.","De un tren cu masa $M=100 \mathrm{~t}$, care merge rectiliniu uniform, se desprinde ultimul vagon cu masa $m=10 \mathrm{~t}$. Puterea locomotivei este tot timpul constantă $P=300 \mathrm{~kW}$ iar după desprindere viteza trenului este tot constantă $v^{\prime}=72 \mathrm{~km} / \mathrm{h}$. Considerând că toate forțele de rezistență sunt direct proporționale cu greutatea, distanța parcursă de vagon până la oprire este:\\","$972 \mathrm{~m}$","$729 \mathrm{~m}$","$297 \mathrm{~m}$","$200 \mathrm{~m}$","$900 \mathrm{~m}$","$700 \mathrm{~m}$","N/A","a","Înainte de desprinderea vagonului, viteza trenului este constantă, ceea ce înseamnă că forța de tracțiune $\left(F_{T}\right)$ este egală în modul cu forța de rezistență $\left(F_{R}\right)$. Cum forța de rezistență este proporțională cu greutatea trenului, rezultă:\\ $P=F_{T} \cdot v\\ F_{T}=F_{R}=\alpha \cdot M \cdot g$\\ De aici obținem viteza vagonului în momentul desprinderii: $v=\frac{P}{\alpha \cdot M \cdot g}$.\\ Vagonul se deplasează până la oprire sub acțiunea forței de rezistență\\ $F_{r}=\alpha \cdot m \cdot g$.\\ Din ecuaţia lui Galilei rezultă:\\ $v^{2}=\frac{2 F_{r}}{m} \cdot d$, de unde se obține $d=\frac{P^{2}}{2 \alpha^{3} \cdot g^{3} \cdot M^{2}}$.\\ După desprinderea vagonului, trenul se mişcă uniform cu viteza $v^{\prime}=72 \mathrm{~km} / \mathrm{h}$ având aceeași putere a motorului și forța de tracțiune $F_{T}^{\prime}=(M-m) g \cdot x$.\\ De aici rezultă $\alpha=\frac{P}{(M-m) g \cdot v^{\prime}}$ şi $d=\frac{v^{\prime 3}(M-m)^{3}}{2 P \cdot M^{2}}=972 \mathrm{~m}$. Răspuns corect a.\\"
